ppo_model_6150 vs ppo_model_6050 | score=0.0 | exp=0.50 | 1500->1499 | 1500->1501
ppo_model_6150 vs ppo_model_6100 | score=1.0 | exp=0.50 | 1499->1500 | 1500->1499
ppo_model_6150 vs ppo_model_6000 | score=0.0 | exp=0.50 | 1500->1499 | 1500->1501
ppo_model_6150 vs ppo_model_5950 | score=1.0 | exp=0.50 | 1499->1500 | 1500->1499
ppo_model_6150 vs ppo_model_5900 | score=1.0 | exp=0.50 | 1500->1501 | 1500->1499
ppo_model_6150 vs ppo_model_5050 | score=0.0 | exp=0.50 | 1501->1500 | 1500->1501
ppo_model_6150 vs ppo_model_3400 | score=1.0 | exp=0.50 | 1500->1501 | 1500->1499
ppo_model_6150 vs ppo_model_1200 | score=1.0 | exp=0.50 | 1501->1502 | 1500->1499
ppo_model_6150 vs ppo_model_2600 | score=1.0 | exp=0.50 | 1502->1503 | 1500->1499
ppo_model_6150 vs ppo_model_2950 | score=1.0 | exp=0.50 | 1503->1504 | 1500->1499
ppo_model_6150 vs ppo_model_3500 | score=1.0 | exp=0.51 | 1504->1505 | 1500->1499
ppo_model_6150 vs ppo_model_6200 | score=1.0 | exp=0.51 | 1505->1506 | 1500->1499
ppo_model_6050 vs ppo_model_6100 | score=1.0 | exp=0.50 | 1501->1502 | 1499->1498
ppo_model_6050 vs ppo_model_6000 | score=1.0 | exp=0.50 | 1502->1503 | 1501->1500
ppo_model_6050 vs ppo_model_5950 | score=0.0 | exp=0.51 | 1503->1502 | 1499->1500
ppo_model_6050 vs ppo_model_5900 | score=0.0 | exp=0.50 | 1502->1501 | 1499->1500
ppo_model_6050 vs ppo_model_5050 | score=1.0 | exp=0.50 | 1501->1502 | 1501->1500
ppo_model_6050 vs ppo_model_3400 | score=1.0 | exp=0.50 | 1502->1503 | 1499->1498
ppo_model_6050 vs ppo_model_1200 | score=1.0 | exp=0.51 | 1503->1504 | 1499->1498
ppo_model_6050 vs ppo_model_2600 | score=1.0 | exp=0.51 | 1504->1505 | 1499->1498
ppo_model_6050 vs ppo_model_2950 | score=1.0 | exp=0.51 | 1505->1506 | 1499->1498
ppo_model_6050 vs ppo_model_3500 | score=1.0 | exp=0.51 | 1506->1507 | 1499->1498
ppo_model_6050 vs ppo_model_6200 | score=0.0 | exp=0.51 | 1507->1506 | 1499->1500
ppo_model_6100 vs ppo_model_6000 | score=1.0 | exp=0.50 | 1498->1499 | 1500->1499
ppo_model_6100 vs ppo_model_5950 | score=0.0 | exp=0.50 | 1499->1498 | 1500->1501
