ppo_model_1600 vs ppo_model_1300 | score=1.0 | exp=0.50 | 1500->1501 | 1500->1499
ppo_model_1600 vs ppo_model_1350 | score=1.0 | exp=0.50 | 1501->1502 | 1500->1499
ppo_model_1600 vs ppo_model_1400 | score=1.0 | exp=0.50 | 1502->1503 | 1500->1499
ppo_model_1600 vs ppo_model_1450 | score=1.0 | exp=0.50 | 1503->1504 | 1500->1499
ppo_model_1600 vs ppo_model_1500 | score=1.0 | exp=0.51 | 1504->1505 | 1500->1499
ppo_model_1600 vs ppo_model_1550 | score=1.0 | exp=0.51 | 1505->1506 | 1500->1499
ppo_model_1600 vs ppo_model_50 | score=1.0 | exp=0.51 | 1506->1507 | 1500->1499
ppo_model_1600 vs ppo_model_600 | score=1.0 | exp=0.51 | 1507->1508 | 1500->1499
ppo_model_1600 vs ppo_model_1650 | score=1.0 | exp=0.51 | 1508->1509 | 1500->1499
ppo_model_1300 vs ppo_model_1350 | score=1.0 | exp=0.50 | 1499->1500 | 1499->1498
ppo_model_1300 vs ppo_model_1400 | score=0.0 | exp=0.50 | 1500->1499 | 1499->1500
ppo_model_1300 vs ppo_model_1450 | score=1.0 | exp=0.50 | 1499->1500 | 1499->1498
ppo_model_1300 vs ppo_model_1500 | score=1.0 | exp=0.50 | 1500->1501 | 1499->1498
ppo_model_1300 vs ppo_model_1550 | score=1.0 | exp=0.50 | 1501->1502 | 1499->1498
ppo_model_1300 vs ppo_model_50 | score=1.0 | exp=0.50 | 1502->1503 | 1499->1498
ppo_model_1300 vs ppo_model_600 | score=1.0 | exp=0.51 | 1503->1504 | 1499->1498
ppo_model_1300 vs ppo_model_1650 | score=0.0 | exp=0.51 | 1504->1503 | 1499->1500
ppo_model_1350 vs ppo_model_1400 | score=1.0 | exp=0.50 | 1498->1499 | 1500->1499
ppo_model_1350 vs ppo_model_1450 | score=1.0 | exp=0.50 | 1499->1500 | 1498->1497
ppo_model_1350 vs ppo_model_1500 | score=0.0 | exp=0.50 | 1500->1499 | 1498->1499
ppo_model_1350 vs ppo_model_1550 | score=0.0 | exp=0.50 | 1499->1498 | 1498->1499
ppo_model_1350 vs ppo_model_50 | score=1.0 | exp=0.50 | 1498->1499 | 1498->1497
ppo_model_1350 vs ppo_model_600 | score=1.0 | exp=0.50 | 1499->1500 | 1498->1497
ppo_model_1350 vs ppo_model_1650 | score=1.0 | exp=0.50 | 1500->1501 | 1500->1499
ppo_model_1400 vs ppo_model_1450 | score=0.0 | exp=0.50 | 1499->1498 | 1497->1498
ppo_model_1400 vs ppo_model_1500 | score=1.0 | exp=0.50 | 1498->1499 | 1499->1498
ppo_model_1400 vs ppo_model_1550 | score=1.0 | exp=0.50 | 1499->1500 | 1499->1498
ppo_model_1400 vs ppo_model_50 | score=1.0 | exp=0.50 | 1500->1501 | 1497->1496
ppo_model_1400 vs ppo_model_600 | score=1.0 | exp=0.51 | 1501->1502 | 1497->1496
ppo_model_1400 vs ppo_model_1650 | score=1.0 | exp=0.50 | 1502->1503 | 1499->1498
ppo_model_1450 vs ppo_model_1500 | score=1.0 | exp=0.50 | 1498->1499 | 1498->1497
ppo_model_1450 vs ppo_model_1550 | score=1.0 | exp=0.50 | 1499->1500 | 1498->1497
ppo_model_1450 vs ppo_model_50 | score=1.0 | exp=0.51 | 1500->1501 | 1496->1495
ppo_model_1450 vs ppo_model_600 | score=1.0 | exp=0.51 | 1501->1502 | 1496->1495
ppo_model_1450 vs ppo_model_1650 | score=0.0 | exp=0.51 | 1502->1501 | 1498->1499
ppo_model_1500 vs ppo_model_1550 | score=1.0 | exp=0.50 | 1497->1498 | 1497->1496
ppo_model_1500 vs ppo_model_50 | score=1.0 | exp=0.50 | 1498->1499 | 1495->1494
ppo_model_1500 vs ppo_model_600 | score=1.0 | exp=0.51 | 1499->1500 | 1495->1494
ppo_model_1500 vs ppo_model_1650 | score=0.0 | exp=0.50 | 1500->1499 | 1499->1500
ppo_model_1550 vs ppo_model_50 | score=1.0 | exp=0.50 | 1496->1497 | 1494->1493
ppo_model_1550 vs ppo_model_600 | score=1.0 | exp=0.50 | 1497->1498 | 1494->1493
ppo_model_1550 vs ppo_model_1650 | score=1.0 | exp=0.50 | 1498->1499 | 1500->1499
ppo_model_50 vs ppo_model_600 | score=0.0 | exp=0.50 | 1493->1492 | 1493->1494
ppo_model_50 vs ppo_model_1650 | score=0.0 | exp=0.49 | 1492->1491 | 1499->1500
ppo_model_600 vs ppo_model_1650 | score=0.0 | exp=0.49 | 1494->1493 | 1500->1501
ppo_model_1600 vs ppo_model_1300 | score=1.0 | exp=0.51 | 1509->1510 | 1503->1502
ppo_model_1600 vs ppo_model_1350 | score=1.0 | exp=0.51 | 1510->1511 | 1501->1500
ppo_model_1600 vs ppo_model_1400 | score=1.0 | exp=0.51 | 1511->1512 | 1503->1502
ppo_model_1600 vs ppo_model_1450 | score=1.0 | exp=0.52 | 1512->1513 | 1501->1500
ppo_model_1600 vs ppo_model_1500 | score=1.0 | exp=0.52 | 1513->1514 | 1499->1498
ppo_model_1600 vs ppo_model_1550 | score=1.0 | exp=0.52 | 1514->1515 | 1499->1498
ppo_model_1600 vs ppo_model_50 | score=1.0 | exp=0.53 | 1515->1516 | 1491->1490
ppo_model_1600 vs ppo_model_600 | score=1.0 | exp=0.53 | 1516->1517 | 1493->1492
ppo_model_1600 vs ppo_model_1650 | score=1.0 | exp=0.52 | 1517->1518 | 1501->1500
ppo_model_1300 vs ppo_model_1350 | score=1.0 | exp=0.50 | 1502->1503 | 1500->1499
ppo_model_1300 vs ppo_model_1400 | score=1.0 | exp=0.50 | 1503->1504 | 1502->1501
ppo_model_1300 vs ppo_model_1450 | score=1.0 | exp=0.51 | 1504->1505 | 1500->1499
ppo_model_1300 vs ppo_model_1500 | score=1.0 | exp=0.51 | 1505->1506 | 1498->1497
ppo_model_1300 vs ppo_model_1550 | score=0.0 | exp=0.51 | 1506->1505 | 1498->1499
ppo_model_1300 vs ppo_model_50 | score=1.0 | exp=0.52 | 1505->1506 | 1490->1489
ppo_model_1300 vs ppo_model_600 | score=1.0 | exp=0.52 | 1506->1507 | 1492->1491
ppo_model_1300 vs ppo_model_1650 | score=1.0 | exp=0.51 | 1507->1508 | 1500->1499
ppo_model_1350 vs ppo_model_1400 | score=0.0 | exp=0.50 | 1499->1498 | 1501->1502
ppo_model_1350 vs ppo_model_1450 | score=1.0 | exp=0.50 | 1498->1499 | 1499->1498
ppo_model_1350 vs ppo_model_1500 | score=1.0 | exp=0.50 | 1499->1500 | 1497->1496
ppo_model_1350 vs ppo_model_1550 | score=1.0 | exp=0.50 | 1500->1501 | 1499->1498
ppo_model_1350 vs ppo_model_50 | score=1.0 | exp=0.52 | 1501->1502 | 1489->1488
ppo_model_1350 vs ppo_model_600 | score=1.0 | exp=0.52 | 1502->1503 | 1491->1490
ppo_model_1350 vs ppo_model_1650 | score=1.0 | exp=0.51 | 1503->1504 | 1499->1498
ppo_model_1400 vs ppo_model_1450 | score=0.0 | exp=0.51 | 1502->1501 | 1498->1499
ppo_model_1400 vs ppo_model_1500 | score=1.0 | exp=0.51 | 1501->1502 | 1496->1495
ppo_model_1400 vs ppo_model_1550 | score=0.0 | exp=0.51 | 1502->1501 | 1498->1499
ppo_model_1400 vs ppo_model_50 | score=1.0 | exp=0.52 | 1501->1502 | 1488->1487
ppo_model_1400 vs ppo_model_600 | score=1.0 | exp=0.52 | 1502->1503 | 1490->1489
ppo_model_1400 vs ppo_model_1650 | score=0.0 | exp=0.51 | 1503->1502 | 1498->1499
ppo_model_1450 vs ppo_model_1500 | score=1.0 | exp=0.51 | 1499->1500 | 1495->1494
ppo_model_1450 vs ppo_model_1550 | score=0.0 | exp=0.50 | 1500->1499 | 1499->1500
ppo_model_1450 vs ppo_model_50 | score=1.0 | exp=0.52 | 1499->1500 | 1487->1486
ppo_model_1450 vs ppo_model_600 | score=1.0 | exp=0.52 | 1500->1501 | 1489->1488
ppo_model_1450 vs ppo_model_1650 | score=1.0 | exp=0.50 | 1501->1502 | 1499->1498
ppo_model_1500 vs ppo_model_1550 | score=1.0 | exp=0.49 | 1494->1495 | 1500->1499
ppo_model_1500 vs ppo_model_50 | score=1.0 | exp=0.51 | 1495->1496 | 1486->1485
ppo_model_1500 vs ppo_model_600 | score=1.0 | exp=0.51 | 1496->1497 | 1488->1487
ppo_model_1500 vs ppo_model_1650 | score=1.0 | exp=0.50 | 1497->1498 | 1498->1497
ppo_model_1550 vs ppo_model_50 | score=1.0 | exp=0.52 | 1499->1500 | 1485->1484
ppo_model_1550 vs ppo_model_600 | score=1.0 | exp=0.52 | 1500->1501 | 1487->1486
ppo_model_1550 vs ppo_model_1650 | score=1.0 | exp=0.51 | 1501->1502 | 1497->1496
ppo_model_50 vs ppo_model_600 | score=0.0 | exp=0.50 | 1484->1483 | 1486->1487
ppo_model_50 vs ppo_model_1650 | score=0.0 | exp=0.48 | 1483->1482 | 1496->1497
ppo_model_600 vs ppo_model_1650 | score=1.0 | exp=0.49 | 1487->1488 | 1497->1496
ppo_model_1600 vs ppo_model_1300 | score=1.0 | exp=0.51 | 1518->1519 | 1508->1507
ppo_model_1600 vs ppo_model_1350 | score=1.0 | exp=0.52 | 1519->1519 | 1504->1503
ppo_model_1600 vs ppo_model_1400 | score=1.0 | exp=0.53 | 1519->1520 | 1502->1501
ppo_model_1600 vs ppo_model_1450 | score=1.0 | exp=0.53 | 1520->1521 | 1502->1501
ppo_model_1600 vs ppo_model_1500 | score=1.0 | exp=0.53 | 1521->1522 | 1498->1497
ppo_model_1600 vs ppo_model_1550 | score=1.0 | exp=0.53 | 1522->1523 | 1502->1501
ppo_model_1600 vs ppo_model_50 | score=1.0 | exp=0.56 | 1523->1524 | 1482->1482
ppo_model_1600 vs ppo_model_600 | score=1.0 | exp=0.55 | 1524->1525 | 1488->1487
ppo_model_1600 vs ppo_model_1650 | score=1.0 | exp=0.54 | 1525->1526 | 1496->1495
ppo_model_1300 vs ppo_model_1350 | score=1.0 | exp=0.51 | 1507->1508 | 1503->1502
ppo_model_1300 vs ppo_model_1400 | score=1.0 | exp=0.51 | 1508->1509 | 1501->1500
ppo_model_1300 vs ppo_model_1450 | score=0.0 | exp=0.51 | 1509->1508 | 1501->1502
ppo_model_1300 vs ppo_model_1500 | score=0.0 | exp=0.52 | 1508->1507 | 1497->1498
ppo_model_1300 vs ppo_model_1550 | score=0.0 | exp=0.51 | 1507->1506 | 1501->1502
ppo_model_1300 vs ppo_model_50 | score=1.0 | exp=0.53 | 1506->1507 | 1482->1481
ppo_model_1300 vs ppo_model_600 | score=0.0 | exp=0.53 | 1507->1506 | 1487->1489
ppo_model_1300 vs ppo_model_1650 | score=0.0 | exp=0.52 | 1506->1505 | 1495->1496
ppo_model_1350 vs ppo_model_1400 | score=1.0 | exp=0.50 | 1502->1503 | 1500->1499
ppo_model_1350 vs ppo_model_1450 | score=1.0 | exp=0.50 | 1503->1504 | 1502->1501
ppo_model_1350 vs ppo_model_1500 | score=0.0 | exp=0.51 | 1504->1503 | 1498->1499
ppo_model_1350 vs ppo_model_1550 | score=1.0 | exp=0.50 | 1503->1504 | 1502->1501
ppo_model_1350 vs ppo_model_50 | score=1.0 | exp=0.53 | 1504->1505 | 1481->1480
ppo_model_1350 vs ppo_model_600 | score=1.0 | exp=0.52 | 1505->1506 | 1489->1488
ppo_model_1350 vs ppo_model_1650 | score=1.0 | exp=0.51 | 1506->1507 | 1496->1495
ppo_model_1400 vs ppo_model_1450 | score=1.0 | exp=0.50 | 1499->1500 | 1501->1500
ppo_model_1400 vs ppo_model_1500 | score=1.0 | exp=0.50 | 1500->1501 | 1499->1498
ppo_model_1400 vs ppo_model_1550 | score=1.0 | exp=0.50 | 1501->1502 | 1501->1500
ppo_model_1400 vs ppo_model_50 | score=1.0 | exp=0.53 | 1502->1503 | 1480->1479
ppo_model_1400 vs ppo_model_600 | score=1.0 | exp=0.52 | 1503->1504 | 1488->1487
ppo_model_1400 vs ppo_model_1650 | score=1.0 | exp=0.51 | 1504->1505 | 1495->1494
ppo_model_1450 vs ppo_model_1500 | score=1.0 | exp=0.50 | 1500->1501 | 1498->1497
ppo_model_1450 vs ppo_model_1550 | score=1.0 | exp=0.50 | 1501->1502 | 1500->1499
ppo_model_1450 vs ppo_model_50 | score=1.0 | exp=0.53 | 1502->1503 | 1479->1478
ppo_model_1450 vs ppo_model_600 | score=0.0 | exp=0.52 | 1503->1502 | 1487->1488
ppo_model_1450 vs ppo_model_1650 | score=0.0 | exp=0.51 | 1502->1501 | 1494->1495
ppo_model_1500 vs ppo_model_1550 | score=1.0 | exp=0.50 | 1497->1498 | 1499->1498
ppo_model_1500 vs ppo_model_50 | score=1.0 | exp=0.53 | 1498->1499 | 1478->1477
ppo_model_1500 vs ppo_model_600 | score=1.0 | exp=0.52 | 1499->1500 | 1488->1487
ppo_model_1500 vs ppo_model_1650 | score=0.0 | exp=0.51 | 1500->1499 | 1495->1496
ppo_model_1550 vs ppo_model_50 | score=1.0 | exp=0.53 | 1498->1499 | 1477->1476
ppo_model_1550 vs ppo_model_600 | score=1.0 | exp=0.52 | 1499->1500 | 1487->1486
ppo_model_1550 vs ppo_model_1650 | score=1.0 | exp=0.51 | 1500->1501 | 1496->1495
ppo_model_50 vs ppo_model_600 | score=0.0 | exp=0.49 | 1476->1475 | 1486->1487
ppo_model_50 vs ppo_model_1650 | score=0.0 | exp=0.47 | 1475->1474 | 1495->1496
ppo_model_600 vs ppo_model_1650 | score=0.0 | exp=0.49 | 1487->1486 | 1496->1497
ppo_model_1600 vs ppo_model_1300 | score=1.0 | exp=0.53 | 1526->1527 | 1505->1504
ppo_model_1600 vs ppo_model_1350 | score=1.0 | exp=0.53 | 1527->1528 | 1507->1506
ppo_model_1600 vs ppo_model_1400 | score=1.0 | exp=0.53 | 1528->1529 | 1505->1504
ppo_model_1600 vs ppo_model_1450 | score=1.0 | exp=0.54 | 1529->1530 | 1501->1500
ppo_model_1600 vs ppo_model_1500 | score=1.0 | exp=0.54 | 1530->1531 | 1499->1498
ppo_model_1600 vs ppo_model_1550 | score=1.0 | exp=0.54 | 1531->1532 | 1501->1500
ppo_model_1600 vs ppo_model_50 | score=1.0 | exp=0.58 | 1532->1532 | 1474->1473
ppo_model_1600 vs ppo_model_600 | score=1.0 | exp=0.57 | 1532->1533 | 1486->1485
ppo_model_1600 vs ppo_model_1650 | score=1.0 | exp=0.55 | 1533->1534 | 1497->1496
ppo_model_1300 vs ppo_model_1350 | score=1.0 | exp=0.50 | 1504->1505 | 1506->1505
ppo_model_1300 vs ppo_model_1400 | score=1.0 | exp=0.50 | 1505->1506 | 1504->1503
ppo_model_1300 vs ppo_model_1450 | score=1.0 | exp=0.51 | 1506->1507 | 1500->1499
ppo_model_1300 vs ppo_model_1500 | score=1.0 | exp=0.51 | 1507->1508 | 1498->1497
ppo_model_1300 vs ppo_model_1550 | score=1.0 | exp=0.51 | 1508->1509 | 1500->1499
ppo_model_1300 vs ppo_model_50 | score=1.0 | exp=0.55 | 1509->1509 | 1473->1472
ppo_model_1300 vs ppo_model_600 | score=1.0 | exp=0.54 | 1509->1510 | 1485->1484
ppo_model_1300 vs ppo_model_1650 | score=0.0 | exp=0.52 | 1510->1509 | 1496->1497
ppo_model_1350 vs ppo_model_1400 | score=1.0 | exp=0.50 | 1505->1506 | 1503->1502
ppo_model_1350 vs ppo_model_1450 | score=0.0 | exp=0.51 | 1506->1505 | 1499->1500
ppo_model_1350 vs ppo_model_1500 | score=1.0 | exp=0.51 | 1505->1506 | 1497->1496
ppo_model_1350 vs ppo_model_1550 | score=1.0 | exp=0.51 | 1506->1507 | 1499->1498
ppo_model_1350 vs ppo_model_50 | score=1.0 | exp=0.55 | 1507->1508 | 1472->1471
ppo_model_1350 vs ppo_model_600 | score=1.0 | exp=0.53 | 1508->1509 | 1484->1483
ppo_model_1350 vs ppo_model_1650 | score=1.0 | exp=0.52 | 1509->1510 | 1497->1496
ppo_model_1400 vs ppo_model_1450 | score=1.0 | exp=0.50 | 1502->1503 | 1500->1499
ppo_model_1400 vs ppo_model_1500 | score=1.0 | exp=0.51 | 1503->1504 | 1496->1495
ppo_model_1400 vs ppo_model_1550 | score=0.0 | exp=0.51 | 1504->1503 | 1498->1499
ppo_model_1400 vs ppo_model_50 | score=1.0 | exp=0.55 | 1503->1504 | 1471->1470
ppo_model_1400 vs ppo_model_600 | score=1.0 | exp=0.53 | 1504->1505 | 1483->1482
ppo_model_1400 vs ppo_model_1650 | score=1.0 | exp=0.51 | 1505->1506 | 1496->1495
ppo_model_1450 vs ppo_model_1500 | score=1.0 | exp=0.51 | 1499->1500 | 1495->1494
ppo_model_1450 vs ppo_model_1550 | score=0.0 | exp=0.50 | 1500->1499 | 1499->1500
ppo_model_1450 vs ppo_model_50 | score=1.0 | exp=0.54 | 1499->1500 | 1470->1470
ppo_model_1450 vs ppo_model_600 | score=1.0 | exp=0.53 | 1500->1501 | 1482->1481
ppo_model_1450 vs ppo_model_1650 | score=0.0 | exp=0.51 | 1501->1500 | 1495->1496
ppo_model_1500 vs ppo_model_1550 | score=0.0 | exp=0.49 | 1494->1493 | 1500->1501
ppo_model_1500 vs ppo_model_50 | score=1.0 | exp=0.53 | 1493->1494 | 1470->1469
ppo_model_1500 vs ppo_model_600 | score=1.0 | exp=0.52 | 1494->1495 | 1481->1480
ppo_model_1500 vs ppo_model_1650 | score=0.0 | exp=0.50 | 1495->1494 | 1496->1497
ppo_model_1550 vs ppo_model_50 | score=1.0 | exp=0.55 | 1501->1502 | 1469->1468
