ppo_model_14000 vs ppo_model_9000 | score=1.0 | exp=0.50 | 1500->1501 | 1500->1499
ppo_model_14000 vs ppo_model_13900 | score=1.0 | exp=0.50 | 1501->1502 | 1500->1499
ppo_model_14000 vs ppo_model_8700 | score=0.0 | exp=0.50 | 1502->1501 | 1500->1501
ppo_model_14000 vs ppo_model_12400 | score=0.0 | exp=0.50 | 1501->1500 | 1500->1501
ppo_model_14000 vs ppo_model_10400 | score=1.0 | exp=0.50 | 1500->1501 | 1500->1499
ppo_model_14000 vs ppo_model_8450 | score=1.0 | exp=0.50 | 1501->1502 | 1500->1499
ppo_model_14000 vs ppo_model_7700 | score=1.0 | exp=0.50 | 1502->1503 | 1500->1499
ppo_model_14000 vs ppo_model_3500 | score=1.0 | exp=0.50 | 1503->1504 | 1500->1499
ppo_model_14000 vs ppo_model_5450 | score=1.0 | exp=0.51 | 1504->1505 | 1500->1499
ppo_model_14000 vs ppo_model_12800 | score=1.0 | exp=0.51 | 1505->1506 | 1500->1499
ppo_model_14000 vs ppo_model_13500 | score=0.0 | exp=0.51 | 1506->1505 | 1500->1501
ppo_model_14000 vs ppo_model_14700 | score=1.0 | exp=0.51 | 1505->1506 | 1500->1499
ppo_model_9000 vs ppo_model_13900 | score=1.0 | exp=0.50 | 1499->1500 | 1499->1498
ppo_model_9000 vs ppo_model_8700 | score=1.0 | exp=0.50 | 1500->1501 | 1501->1500
ppo_model_9000 vs ppo_model_12400 | score=1.0 | exp=0.50 | 1501->1502 | 1501->1500
ppo_model_9000 vs ppo_model_10400 | score=1.0 | exp=0.50 | 1502->1503 | 1499->1498
ppo_model_9000 vs ppo_model_8450 | score=1.0 | exp=0.51 | 1503->1504 | 1499->1498
ppo_model_9000 vs ppo_model_7700 | score=1.0 | exp=0.51 | 1504->1505 | 1499->1498
ppo_model_9000 vs ppo_model_3500 | score=1.0 | exp=0.51 | 1505->1506 | 1499->1498
ppo_model_9000 vs ppo_model_5450 | score=1.0 | exp=0.51 | 1506->1507 | 1499->1498
ppo_model_9000 vs ppo_model_12800 | score=1.0 | exp=0.51 | 1507->1508 | 1499->1498
ppo_model_9000 vs ppo_model_13500 | score=1.0 | exp=0.51 | 1508->1509 | 1501->1500
